"","State","Date","Total_cc","Male_cc","Female_cc","Male_per_cc","Female_per_cc","Male_cr_cc","Female_cr_cc","Total_D","Male_d","Female_d","Male_per_d","Female_per_d","Male_cr_d","Female_cr_d","Source","2018 Pop","2019 Pop","Medicaid Expand","2018 Uninsured","2019 Uninsured","Difference","Median Income","Percent Pov","case_ratio","death_ratio"
"97","Rhode Island",2020-04-27,7439,3348,4091,45,55,652.12,753.1,"226",108,118,48,52,21.13,21.63,"https://ri-department-of-health-covid-19-data-rihealth.hub.arcgis.com/","1,058,287","1,059,361","Y","4.1","4.1","Z","62,266","10.1",0.818381813737473,0.915254237288136
"98","South Carolina",2020-04-27,5490,2361,3020,43,55,98.13,118.4,"174",99,75,57,43,4.12,2.93,"https://scdhec.gov/infectious-diseases/viruses/coronavirus-disease-2019-covid-19/testing-sc-data-covid-19","5,084,156","5,148,714","N","10.5","10.8","0.4","57,444","14.0",0.781788079470199,1.32
"99","South Dakota",2020-04-27,2212,1167,1045,52.76,47.24,267.81,243.86,"11",9,2,81.82,18.18,2.07,0.47,"https://doh.sd.gov/news/coronavirus.aspx","878,698","884,659","N","9.8","10.2","0.4","59,463","10.7",1.11674641148325,4.5
"100","Tennessee",2020-04-27,9667,4928,4436,50.98,45.89,151.93,130.19,"181",110,71,60.77,39.23,3.39,2.08,"https://www.tn.gov/health/cedep/ncov.html","6,771,631","6,829,174","N","10.1","10.1","Z","56,060","11.7",1.11091073038774,1.54929577464789
"101","Texas",2020-04-27,24631,12143,11675,49.3,47.4,87.68,83.18,"648",310,253,47.9,39,2.24,1.8,"https://txdshs.maps.arcgis.com/apps/opsdashboard/index.html#/ed483ecd702b4298ab01e8b9cafc8b83","28,628,666","28,995,881","N","17.7","18.4","*0.6","59,785","13.4",1.04008565310492,1.22529644268775
"102","US Virgin Island",2020-04-27,57,22,35,38.6,61.4,NA,NA,"4",NA,NA,NA,NA,NA,NA,"https://doh.vi.gov/covid19usvi",NA,NA,NA,NA,NA,NA,NA,NA,0.628571428571429,NA
"103","Utah",2020-04-27,4123,2211,1899,53.63,46.06,144.25,125.55,"41",NA,NA,NA,NA,0,0,"https://coronavirus.utah.gov/case-counts/","3,153,550","3,205,958","N","9.4","9.7","0.2","77,067","7.8",1.16429699842022,NA
"104","Vermont",2020-04-27,851,404,447,47.47,52.53,131.18,141.01,"46",28,18,60.87,39.13,9.09,5.68,"https://vcgi.maps.arcgis.com/apps/opsdashboard/index.html#/6128a0bc9ae14e98a686b635001ef7a7","624,358","623,989","Y","4.0","4.5","0.5","70,066","9.2",0.903803131991051,1.55555555555556
"105","Virginia",2020-04-27,12970,6168,6708,47.56,51.72,149.04,156.9,"448",241,203,53.79,45.31,5.82,4.75,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","8,501,286","8,535,519","~Y","8.8","7.9","*-0.9","77,151","10.1",0.919499105545617,1.1871921182266
"106","Virginia",2020-04-27,12970,6168,6708,47.56,51.72,149.04,156.9,"448",241,203,53.79,45.31,5.82,4.75,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","1,804,291","1,792,147","~Y","8.8","7.9","*-0.9","77,151","10.1",0.919499105545617,1.1871921182266
"107","Washington",2020-04-27,13521,6220,7031,46,52,170.6,192.7,"749",419,322,56,43,11.51,8.83,"https://www.doh.wa.gov/Emergencies/Coronavirus","7,523,869","7,614,893","Y","6.4","6.6","0.2","79,726","9.7",0.884653676575167,1.30124223602484
"108","West Virginia",2020-04-27,1053,424,625,40.3,59.4,46.93,67.63,"34",NA,NA,NA,NA,0,0,"https://dhhr.wv.gov/COVID-19/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,0.6784,NA
"109","Wisconsin",2020-04-27,5911,2837,3074,48,52,98.78,105.77,"272",160,112,59,41,5.59,3.84,"https://www.dhs.wisconsin.gov/covid-19/data.htm","5,807,406","5,822,434","N","5.5","5.7","0.3","62,629","8.9",0.922901756668835,1.42857142857143
"110","Wyoming",2020-04-27,370,181,181,48.9,48.9,60.92,63.52,NA,NA,NA,NA,NA,NA,NA,NA,"577,601","578,759","N","10.5","12.3","*1.8","62,539","11.2",1,NA
"111","Alabama",2020-05-04,7888,3202,4561,40.59,57.82,135.91,181.79,"290",162,128,55.9,44.1,6.88,5.1,"https://alpublichealth.maps.arcgis.com/apps/opsdashboard/index.html#/6d2771faa9da4a2786a509d82c8cf0f7",NA,NA,NA,NA,NA,NA,NA,NA,0.70203902652927,1.265625
"112","Alaska",2020-05-04,368,170,171,51.4,48.6,44.09,48.45,"9",4,5,44.44,55.56,1.04,1.42,"https://coronavirus-response-alaska-dhss.hub.arcgis.com/","4,887,681","4,903,185","+Y","12.6","12.2","-0.4","68,734","12.6",0.994152046783626,0.8
"113","Alaska",2020-05-04,368,170,171,51.4,48.6,44.09,48.45,"9",4,5,44.44,55.56,1.04,1.42,"https://coronavirus-response-alaska-dhss.hub.arcgis.com/","735,139","731,545","+Y","12.6","12.2","-0.4","68,734","12.6",0.994152046783626,0.8
"114","Arizona",2020-05-04,8640,4061,4579,47,53,117.59,131.09,"362",203,159,56,44,5.87,4.56,"https://www.azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/index.php#novel-coronavirus-home","7,158,024","7,278,717","Y","10.6","11.3","*0.7","62,283","13.2",0.886874863507316,1.27672955974843
"115","Arkansas",2020-05-04,3431,2065,1352,60.2,39.4,140.66,88.8,"76",NA,NA,NA,NA,0,0,"https://www.healthy.arkansas.gov/programs-services/topics/novel-coronavirus","3,009,733","3,017,804","Y","8.2","9.1","*0.9","49,781","15.4",1.52736686390533,NA
"116","California",2020-05-04,53616,26701,26540,49.8,49.5,137.25,134.75,"2215",1291,919,58.3,41.5,6.64,4.67,"https://update.covid19.ca.gov/","39,461,588","39,512,223","Y","7.2","7.7","*0.5","70,489","12.0",1.00606631499623,1.40478781284004
"117","Colorado",2020-05-04,16635,7957,8477,47.83,50.96,286.12,308.23,"842",471,202,55.94,42.87,16.94,7.34,"https://covid19.colorado.gov/case-data","5,691,287","5,758,736","Y","7.5","8.0","*0.5","73,034","9.0",0.938657543942433,2.33168316831683
"118","Connecticut",2020-05-04,29287,13167,15862,44.96,54.16,753.64,864.71,"2436",1215,1207,49.88,49.55,69.54,65.8,"https://portal.ct.gov/Coronavirus","3,571,520","3,565,287","Y","5.3","5.9","*0.6","72,812","10.4",0.830097087378641,1.006628003314
"119","Delaware",2020-05-04,5208,2375,2810,45.6,53.96,516.79,573.56,"177",83,94,46.89,53.11,18.06,19.19,"https://myhealthycommunity.dhss.delaware.gov/locations/state","965,479","973,764","Y","5.7","6.6","0.9","65,012","8.1",0.845195729537367,0.882978723404255
"120","District of Columbia",2020-05-04,4658,2384,2266,51.18,48.65,733.81,630.11,"231",NA,NA,NA,NA,0,0,"https://coronavirus.dc.gov/release/coronavirus-data-april-30-2020","701,547","705,749","Y","3.2","3.5","0.4",NA,"14.3",1.05207413945278,NA
"121","Florida",2020-05-04,36078,17525,17598,48.58,48.78,174,167.18,"1379",824,579,59.75,41.99,8.18,5.5,"https://experience.arcgis.com/experience/96dd742462124fa0b38ddedb9b25e429/","21,244,317","21,477,737","N","13.0","13.2","0.2","54,644","13.5",0.995851801341061,1.42314335060449
"122","Georgia",2020-05-04,28942,NA,NA,NA,NA,0,0,"1183",630,553,53.25,46.75,12.57,10.46,"https://dph.georgia.gov/covid-19-daily-status-report","10,511,131","10,617,423","N","13.7","13.4","-0.2","55,821","14.0",NA,1.13924050632911
"123","Hawaii",2020-05-04,620,NA,NA,NA,NA,0,0,"17",NA,NA,NA,NA,0,0,"https://health.hawaii.gov/coronavirusdisease2019/what-you-should-know/current-situation-in-hawaii/","1,420,593","1,415,872","Y","4.1","4.2","0.1","80,108","9.9",NA,NA
"124","Idaho",2020-05-04,2061,949,1105,46.05,53.61,112.23,131.2,"64",35,29,54.69,45.31,4.14,3.44,"https://public.tableau.com/profile/idaho.division.of.public.health#!/vizhome/DPHIdahoCOVID-19Dashboard_V2/Story1","1,750,536","1,787,065","N","11.1","10.8","-0.3","58,728","11.5",0.858823529411765,1.20689655172414
"125","Illinois",2020-05-04,61499,29497,30765,47.96,50.03,468.51,471.45,"2618",1513,1103,57.79,42.13,24.03,16.9,"http://www.dph.illinois.gov/covid19/covid19-statistics","12,723,071","12,671,821","Y","7.0","7.4","*0.4","70,145","10.9",0.958784332845766,1.37171350861287
"126","Indiana",2020-05-04,19933,9050,10485,45.4,52.6,276.66,311.46,"1132",603,504,53.3,44.5,18.45,14.96,"https://coronavirus.in.gov/","6,695,497","6,732,219","+Y","8.3","8.7","*0.5","59,892","11.6",0.863137815927515,1.19642857142857
"127","Iowa",2020-05-04,9169,4685,4218,51.1,46,301.41,267.28,"184",NA,NA,NA,NA,0,0,"https://idph.iowa.gov/Emerging-Health-Issues/Novel-Coronavirus","3,148,618","3,155,070","Y","4.7","5.0","0.3","68,718","8.2",1.11071597913703,NA
"128","Kansas",2020-05-04,5030,2710,2238,53.88,44.49,186.97,153.35,"134",NA,NA,NA,NA,0,0,"https://www.coronavirus.kdheks.gov/","2,911,359","2,913,314","N","8.8","9.2","0.4","63,938","10.9",1.21090259159964,NA
"129","Kentucky",2020-05-04,5130,2229,2713,43.45,52.88,101.93,120.38,"253",111,142,43.87,56.1,5.08,6.3,"https://govstatus.egov.com/kycovid19","4,461,153","4,467,673","Y","5.6","6.4","*0.8","54,555","14.6",0.82159970512348,0.78169014084507
"130","Louisiana",2020-05-04,29340,12616,16724,43,57,553.35,701.61,"1969",NA,NA,NA,NA,0,0,"http://ldh.la.gov/coronavirus/","4,659,690","4,648,794","#Y","8.0","8.9","*0.9","49,973","19.8",0.75436498445348,NA
"131","Maine",2020-05-04,1185,548,637,46.24,53.76,84.01,93.61,"57",NA,NA,NA,NA,0,0,"https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus.shtml","1,339,057","1,344,212","N","8.0","8.0","Z","58,663","12.0",0.860282574568289,NA
"132","Maryland",2020-05-04,25462,11969,13493,47.01,52.99,411.26,436.23,"1182",616,566,52.12,47.88,21.17,18.3,"https://coronavirus.maryland.gov/","6,035,802","6,045,680","Y","6.0","6.0","Z","86,223","7.8",0.88705254576447,1.08833922261484
"133","Massachusetts",2020-05-04,68087,29996,36699,44.06,53.9,905.14,1043.71,"4004",1970,2023,49.2,50.52,59.45,57.53,"https://www.mass.gov/info-details/covid-19-cases-quarantine-and-monitoring","6,882,635","6,892,503","Y","2.8","3.0","*0.2","86,345","10.0",0.817351971443364,0.97380128521997
"134","Michigan",2020-05-04,43754,20127,23190,46,53,410.83,458.44,"4049",2186,1863,54,46,44.63,36.82,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html","9,984,072","9,986,857","^Y","5.4","5.8","*0.4","60,449","11.0",0.867917205692109,1.17337627482555
"135","Minnesota",2020-05-04,6663,3332,3132,50,47,121.07,112.83,"419",NA,NA,NA,NA,0,0,"https://www.health.state.mn.us/diseases/coronavirus/situation.html#raceeth1","5,606,249","5,639,632","Y","4.4","4.9","*0.5","71,817","8.2",1.06385696040868,NA
"136","Mississippi",2020-05-04,7550,3043,4470,40.3,59.2,209.78,290.54,"303",NA,NA,NA,NA,0,0,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html#caseTable","2,981,020","2,976,149","N","12.1","13.0","*0.8","42,781","19.0",0.68076062639821,NA
"137","Missouri",2020-05-04,8386,3824,4515,45.6,53.84,127.95,145.58,"352",NA,NA,NA,NA,0,0,"https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php","6,121,623","6,137,428","N","9.4","10.0","*0.6","61,726","11.9",0.846954595791805,NA
"138","Montana",2020-05-04,455,219,236,48.13,51.87,41.78,45.6,"16",NA,NA,NA,NA,0,0,"https://dphhs.mt.gov/publichealth/cdepi/diseases/coronavirusmt/demographics","1,060,665","1,068,778","+Y","8.2","8.3","0.1","57,679","10.3",0.927966101694915,NA
"139","Nebraska",2020-05-04,5659,NA,NA,NA,NA,0,0,"78",NA,NA,NA,NA,0,0,"http://dhhs.ne.gov/Pages/Coronavirus.aspx","1,925,614","1,934,408","N","8.3","8.3","Z","67,575","11.0",NA,NA
"140","Nevada",2020-05-04,5426,2279,2984,42,55,155.33,205.01,"262",NA,NA,NA,NA,0,0,"https://app.powerbigov.us/view?r=eyJrIjoiMjA2ZThiOWUtM2FlNS00MGY5LWFmYjUtNmQwNTQ3Nzg5N2I2IiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9","3,027,341","3,080,156","Y","11.2","11.4","0.2","61,864","13.1",0.763739946380697,NA
"141","New Hampshire",2020-05-04,2588,1148,1433,44.36,55.37,172.64,211.16,"86",51,35,59.3,40.7,7.67,5.16,"https://www.nh.gov/covid19/","1,353,465","1,359,711","^Y","5.7","6.3","0.5","81,346","6.6",0.801116538729937,1.45714285714286
"142","New Jersey",2020-05-04,126744,64006,62231,50.5,49.1,1476.17,1368.95,"7871",NA,NA,NA,NA,0,0,"https://maps.arcgis.com/apps/MapSeries/index.html?appid=c2efd1898e48452e83d7218329e953d7","8,886,025","8,882,190","Y","7.4","7.9","*0.4","74,176","9.1",1.02852276196751,NA
"143","New Mexico",2020-05-04,3850,1561,1786,40.55,46.39,150.7,169.04,"151",NA,NA,NA,NA,0,0,"https://cv.nmhealth.org/","2,092,741","2,096,829","Y","9.5","10.0","0.4","48,283","18.2",0.874020156774916,NA
"144","New York",2020-05-04,316415,163270,151246,51.6,47.8,1715.1,1497.65,"19189",11433,7747,59.58,40.37,120.1,76.71,"https://covid19tracker.health.ny.gov/views/NYS-COVID19-Tracker/NYSDOHCOVID-19Tracker-Fatalities?%3Aembed=yes&%3Atoolbar=no&%3Atabs=n","19,530,351","19,453,561","Y","5.4","5.2","-0.2","67,274","11.9",1.07949962313053,1.47579708274171
"145","North Carolina",2020-05-04,11664,5599,5949,48,51,113.23,114.16,"422",245,173,58,41,4.95,3.32,"https://www.ncdhhs.gov/divisions/public-health/covid19/covid-19-nc-case-count#by-race-ethnicity","10,381,615","10,488,084","N","10.7","11.3","*0.5","53,369","14.1",0.941166582618928,1.41618497109827
"146","North Dakota",2020-05-04,19094,10693,8401,56,44,2768.8,2295.34,"1038",557,481,53.66,46.34,144.23,131.41,"https://www.health.nd.gov/diseases-conditions/coronavirus/north-dakota-coronavirus-cases","758,080","762,062","Y","7.3","6.9","-0.4","66,505","11.1",1.27282466373051,1.15800415800416
"147","Ohio",2020-05-04,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,"https://coronavirus.ohio.gov/wps/portal/gov/covid-19/home","11,676,341","11,689,100","Y","6.5","6.6","0.1","61,633","12.4",NA,NA
"148","Oklahoma",2020-05-04,3972,1593,2138,40.11,53.83,82.05,108.17,"238",124,114,52.1,47.9,6.39,5.77,"https://coronavirus.health.ok.gov/","3,940,235","3,956,971","N","14.2","14.3","0.1","54,434","13.1",0.745088868101029,1.08771929824561
"149","Oregon",2020-05-04,2680,1221,1449,45.56,54.07,60.36,70.38,"109",63,46,57.8,42.2,3.11,2.23,"https://govstatus.egov.com/OR-OHA-COVID-19","4,181,886","4,217,737","Y","7.1","7.2","0.1","69,165","10.6",0.842650103519669,1.3695652173913
"150","Pennsylvania",2020-05-04,49267,21885,26763,44.42,54.32,349.42,409.97,"2444",1262,1171,51.64,47.91,20.15,17.94,"https://www.health.pa.gov/topics/disease/coronavirus/Pages/Cases.aspx","12,800,922","12,801,989","^Y","5.5","5.8","*0.2","64,524","11.4",0.817733437955386,1.07771135781383
"151","Puerto Rico",2020-05-04,987,504,483,51.06,48.94,31.25,27.23,"97",NA,NA,NA,NA,0,0,"https://estadisticas.pr/en/covid-19",NA,NA,NA,NA,NA,NA,NA,NA,1.04347826086957,NA
"152","Rhode Island",2020-05-04,9477,4265,5212,45,55,830.78,959.42,"320",160,160,50,50,31.17,29.45,"https://ri-department-of-health-covid-19-data-rihealth.hub.arcgis.com/","1,058,287","1,059,361","Y","4.1","4.1","Z","62,266","10.1",0.818303914044513,1
"153","South Carolina",2020-05-04,6626,2783,3711,42,56,115.68,145.5,"275",151,124,55,45,6.29,4.85,"https://scdhec.gov/infectious-diseases/viruses/coronavirus-disease-2019-covid-19/testing-sc-data-covid-19","5,084,156","5,148,714","N","10.5","10.8","0.4","57,444","14.0",0.749932632713554,1.21774193548387
"154","South Dakota",2020-05-04,2631,1381,1250,52.49,47.51,316.92,291.7,"21",15,6,71.43,28.57,3.44,1.4,"https://doh.sd.gov/news/coronavirus.aspx","878,698","884,659","N","9.8","10.2","0.4","59,463","10.7",1.1048,2.5
"155","Tennessee",2020-05-04,13177,6885,5473,52.25,41.53,212.26,160.62,"210",124,86,59.05,40.95,3.82,2.52,"https://www.tn.gov/health/cedep/ncov.html","6,771,631","6,829,174","N","10.1","10.1","Z","56,060","11.7",1.257993787685,1.44186046511628
"156","Texas",2020-05-04,31548,15679,15080,49.7,47.8,113.21,107.44,"867",450,349,51.9,40.2,3.25,2.48,"https://txdshs.maps.arcgis.com/apps/opsdashboard/index.html#/ed483ecd702b4298ab01e8b9cafc8b83","28,628,666","28,995,881","N","17.7","18.4","*0.6","59,785","13.4",1.03972148541114,1.28939828080229
"157","US Virgin Island",2020-05-04,66,24,42,36.36,63.64,NA,NA,"4",NA,NA,NA,NA,NA,NA,"https://doh.vi.gov/covid19usvi",NA,NA,NA,NA,NA,NA,NA,NA,0.571428571428571,NA
"158","Utah",2020-05-04,5175,2749,2418,53.12,46.72,179.35,159.86,"50",NA,NA,NA,NA,0,0,"https://coronavirus.utah.gov/case-counts/","3,153,550","3,205,958","N","9.4","9.7","0.2","77,067","7.8",1.1368899917287,NA
"159","Vermont",2020-05-04,897,426,464,47.49,51.73,138.32,146.37,"52",30,22,57.69,42.31,9.74,6.94,"https://vcgi.maps.arcgis.com/apps/opsdashboard/index.html#/6128a0bc9ae14e98a686b635001ef7a7","624,358","623,989","Y","4.0","4.5","0.5","70,066","9.2",0.918103448275862,1.36363636363636
"160","Virginia",2020-05-04,18671,8984,9538,48.12,51.08,217.08,223.1,"660",343,313,51.97,47.42,8.29,7.32,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","8,501,286","8,535,519","~Y","8.8","7.9","*-0.9","77,151","10.1",0.94191654434892,1.09584664536741
"161","Virginia",2020-05-04,18671,8984,9538,48.12,51.08,217.08,223.1,"660",343,313,51.97,47.42,8.29,7.32,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","1,804,291","1,792,147","~Y","8.8","7.9","*-0.9","77,151","10.1",0.94191654434892,1.09584664536741
"162","Washington",2020-05-04,15185,6985,7896,46,52,191.6,216.41,"834",459,367,55,44,12.58,10.06,"https://www.doh.wa.gov/Emergencies/Coronavirus","7,523,869","7,614,893","Y","6.4","6.6","0.2","79,726","9.7",0.884625126646403,1.25068119891008
"163","West Virginia",2020-05-04,1195,494,697,41.3,58.3,54.58,75.33,"50",NA,NA,NA,NA,0,0,"https://dhhr.wv.gov/COVID-19/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,0.708751793400287,NA
"164","Wisconsin",2020-05-04,7964,3982,3982,50,50,138.63,137.03,"339",203,136,60,40,7.08,4.67,"https://www.dhs.wisconsin.gov/covid-19/data.htm","5,807,406","5,822,434","N","5.5","5.7","0.3","62,629","8.9",1,1.49264705882353
"165","Wyoming",2020-05-04,435,217,210,49.9,48.3,73.09,73.76,"7",NA,NA,NA,NA,0,0,"https://health.wyo.gov/publichealth/infect","577,601","578,759","N","10.5","12.3","*1.8","62,539","11.2",1.03333333333333,NA
"166","Alabama",2020-05-11,10468,4311,6041,41.18,57.71,182.98,240.79,"440",244,196,55.5,44.5,10.37,7.8,"https://alpublichealth.maps.arcgis.com/apps/opsdashboard/index.html#/6d2771faa9da4a2786a509d82c8cf0f7",NA,NA,NA,NA,NA,NA,NA,NA,0.713623572256249,1.24489795918367
"167","Alaska",2020-05-11,383,194,189,50.7,49.3,50.36,53.5,"10",5,5,50,50,1.3,1.42,"https://coronavirus-response-alaska-dhss.hub.arcgis.com/","4,887,681","4,903,185","+Y","12.6","12.2","-0.4","68,734","12.6",1.02645502645503,1
"168","Alaska",2020-05-11,383,194,189,50.7,49.3,50.36,53.5,"10",5,5,50,50,1.3,1.42,"https://coronavirus-response-alaska-dhss.hub.arcgis.com/","735,139","731,545","+Y","12.6","12.2","-0.4","68,734","12.6",1.02645502645503,1
"169","Arizona",2020-05-11,11736,5516,6220,47,53,159.72,178.06,"562",303,259,54,46,8.79,7.4,"https://www.azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/index.php#novel-coronavirus-home","7,158,024","7,278,717","Y","10.6","11.3","*0.7","62,283","13.2",0.886816720257235,1.16988416988417
"170","Arkansas",2020-05-11,4164,2532,1620,60.8,38.9,172.41,106.41,"95",NA,NA,NA,NA,0,0,"https://www.healthy.arkansas.gov/programs-services/topics/novel-coronavirus","3,009,733","3,017,804","Y","8.2","9.1","*0.9","49,781","15.4",1.56296296296296,NA
"171","California",2020-05-11,69382,34969,33997,50.4,49,179.75,172.62,"2847",1614,1227,56.7,43.1,8.3,6.23,"https://update.covid19.ca.gov/","39,461,588","39,512,223","Y","7.2","7.7","*0.5","70,489","12.0",1.02859075800806,1.31540342298289
"172","Colorado",2020-05-11,20157,9752,10195,48.38,50.58,350.68,370.7,"1009",565,243,56,43.01,20.32,8.84,"https://covid19.colorado.gov/case-data","5,691,287","5,758,736","Y","7.5","8.0","*0.5","73,034","9.0",0.956547327121138,2.32510288065844
"173","Connecticut",2020-05-11,34142,15416,18726,45.15,54.85,882.36,1020.84,"3033",1509,1524,49.75,50.25,86.37,83.08,"https://portal.ct.gov/Coronavirus","3,571,520","3,565,287","Y","5.3","5.9","*0.6","72,812","10.4",0.823240414397095,0.990157480314961
"174","Delaware",2020-05-11,6741,3046,3671,45.19,54.46,662.79,749.3,"237",111,126,46.84,53.16,24.15,25.72,"https://myhealthycommunity.dhss.delaware.gov/locations/state","965,479","973,764","Y","5.7","6.6","0.9","65,012","8.1",0.829746663034595,0.880952380952381
"175","District of Columbia",2020-05-11,6485,3301,3166,50.9,48.82,1016.06,880.38,"336",NA,NA,NA,NA,0,0,"https://coronavirus.dc.gov/release/coronavirus-data-april-30-2020","701,547","705,749","Y","3.2","3.5","0.4",NA,"14.3",1.04264055590651,NA
"176","Florida",2020-05-11,41923,20261,20517,48.33,48.94,201.16,194.91,"1779",NA,NA,NA,NA,0,0,"https://experience.arcgis.com/experience/96dd742462124fa0b38ddedb9b25e429/","21,244,317","21,477,737","N","13.0","13.2","0.2","54,644","13.5",0.98752254228201,NA
"177","Georgia",2020-05-11,34848,NA,NA,NA,NA,0,0,"1494",NA,NA,NA,NA,0,0,"https://dph.georgia.gov/covid-19-daily-status-report","10,511,131","10,617,423","N","13.7","13.4","-0.2","55,821","14.0",NA,NA
"178","Hawaii",2020-05-11,635,NA,NA,NA,NA,0,0,"17",NA,NA,NA,NA,0,0,"https://health.hawaii.gov/coronavirusdisease2019/what-you-should-know/current-situation-in-hawaii/","1,420,593","1,415,872","Y","4.1","4.2","0.1","80,108","9.9",NA,NA
"179","Idaho",2020-05-11,2293,1040,1249,45.36,54.47,122.99,148.29,"69",37,32,53.62,46.38,4.38,3.8,"https://public.tableau.com/profile/idaho.division.of.public.health#!/vizhome/DPHIdahoCOVID-19Dashboard_V2/Story1","1,750,536","1,787,065","N","11.1","10.8","-0.3","58,728","11.5",0.832666132906325,1.15625
"180","Illinois",2020-05-11,83021,39579,41518,47.67,50.01,628.65,636.23,"3601",2019,1572,56.07,43.65,32.07,24.09,"http://www.dph.illinois.gov/covid19/covid19-statistics","12,723,071","12,671,821","Y","7.0","7.4","*0.4","70,145","10.9",0.953297364998314,1.28435114503817
"181","Indiana",2020-05-11,25127,11533,13066,45.9,52,352.58,388.14,"1444",754,664,52.2,46,23.04,19.73,"https://coronavirus.in.gov/","6,695,497","6,732,219","+Y","8.3","8.7","*0.5","59,892","11.6",0.882672585335987,1.1355421686747
